Category,City,Country,Customer.ID,Customer.Name,Discount,Market,记录数,Order.Date,Order.ID,Order.Priority,Product.ID,Product.Name,Profit,Quantity,Region,Row.ID,Sales,Segment,Ship.Date,Ship.Mode,Shipping.Cost,State,Sub.Category,Year,Market2,weeknum
Furniture,Miami,United States,CU-51742,Customer 1549,0.1,US,1,2023-08-07 00:00:00.000,US-2023-573437,High,FUR-92467,Tables Product 645,2091.1497,6,South,1550,5927.27,Consumer,2023-08-12 00:00:00.000,Standard Class,22.74,Illinois,Tables,2023,North America,32
Furniture,Houston,United States,CU-54906,Customer 1550,0.05,US,1,2021-08-09 00:00:00.000,US-2021-189472,Medium,FUR-60075,Storage Product 944,-1690.4707,9,East,1551,15815.99,Consumer,2021-08-17 00:00:00.000,First Class,28.95,Texas,Storage,2021,North America,32
Technology,Chicago,United States,CU-77238,Customer 1551,0.05,US,1,2023-08-20 00:00:00.000,US-2023-415525,Low,TEC-80393,Phones Product 798,4206.6384,10,Central,1552,12259.77,Consumer,2023-08-25 00:00:00.000,Standard Class,37.5,New York,Phones,2023,North America,33
Furniture,Los Angeles,United States,CU-22772,Customer 1552,0.5,US,1,2020-06-01 00:00:00.000,US-2020-216698,Medium,FUR-68053,Chairs Product 174,172.8955,4,Central,1553,1058.92,Corporate,2020-06-10 00:00:00.000,Second Class,48.86,New York,Chairs,2020,North America,23
Technology,Miami,United States,CU-96691,Customer 1553,0.4,US,1,2022-03-19 00:00:00.000,US-2022-797315,Critical,TEC-67080,Machines Product 112,-1385.197,8,West,1554,8837.12,Consumer,2022-03-28 00:00:00.000,Standard Class,49.61,Illinois,Machines,2022,North America,11
Technology,Miami,United States,CU-46954,Customer 1554,0.05,US,1,2022-05-12 00:00:00.000,US-2022-672103,Critical,TEC-83520,Machines Product 51,722.6311,7,South,1555,8723.93,Consumer,2022-05-17 00:00:00.000,First Class,11.63,California,Machines,2022,North America,19
Technology,Miami,United States,CU-90330,Customer 1555,0.3,US,1,2021-09-01 00:00:00.000,US-2021-187361,Critical,TEC-14850,Machines Product 331,980.6975,5,East,1556,4592.49,Consumer,2021-09-05 00:00:00.000,Second Class,9.91,New York,Machines,2021,North America,35
Office Supplies,Miami,United States,CU-88142,Customer 1556,0.2,US,1,2023-08-14 00:00:00.000,US-2023-572518,Low,OFF-26172,Paper Product 566,27.5686,3,South,1557,97.86,Corporate,2023-08-16 00:00:00.000,Standard Class,10.15,Illinois,Paper,2023,North America,33
Office Supplies,New York,United States,CU-42322,Customer 1557,0.0,US,1,2023-04-01 00:00:00.000,US-2023-170238,Medium,OFF-93573,Art Product 923,575.7021,8,West,1558,6308.86,Consumer,2023-04-08 00:00:00.000,Same Day,19.95,Illinois,Art,2023,North America,13
Office Supplies,New York,United States,CU-77423,Customer 1558,0.0,US,1,2020-12-22 00:00:00.000,US-2020-110972,Medium,OFF-89099,Binders Product 238,442.9916,9,Central,1559,2115.29,Consumer,2020-12-26 00:00:00.000,Same Day,40.67,California,Binders,2020,North America,52
Furniture,Miami,United States,CU-85223,Customer 1559,0.25,US,1,2022-01-11 00:00:00.000,US-2022-328245,High,FUR-26006,Tables Product 27,227.9416,2,Central,1560,1354.17,Consumer,2022-01-14 00:00:00.000,Standard Class,16.42,California,Tables,2022,North America,2
Office Supplies,Chicago,United States,CU-84221,Customer 1560,0.25,US,1,2021-05-15 00:00:00.000,US-2021-706274,Low,OFF-38907,Paper Product 348,473.8738,6,Central,1561,1741.06,Consumer,2021-05-25 00:00:00.000,Standard Class,36.79,New York,Paper,2021,North America,19
Furniture,Los Angeles,United States,CU-19661,Customer 1561,0.3,US,1,2021-01-28 00:00:00.000,US-2021-235863,High,FUR-60067,Chairs Product 5,33.0443,9,South,1562,472.44,Corporate,2021-02-03 00:00:00.000,Standard Class,30.79,Florida,Chairs,2021,North America,4
Technology,Chicago,United States,CU-62915,Customer 1562,0.4,US,1,2021-10-18 00:00:00.000,US-2021-579728,Critical,TEC-97455,Machines Product 447,161.5056,7,Central,1563,1787.43,Home Office,2021-10-19 00:00:00.000,Second Class,30.08,Illinois,Machines,2021,North America,42
Technology,Chicago,United States,CU-39838,Customer 1563,0.15,US,1,2022-07-20 00:00:00.000,US-2022-336766,Medium,TEC-44628,Machines Product 595,496.3738,2,Central,1564,2305.0,Consumer,2022-07-27 00:00:00.000,First Class,15.64,Texas,Machines,2022,North America,29
Office Supplies,Los Angeles,United States,CU-67512,Customer 1564,0.2,US,1,2020-01-01 00:00:00.000,US-2020-860596,Medium,OFF-25344,Supplies Product 555,1123.9101,9,Central,1565,4401.85,Corporate,2020-01-03 00:00:00.000,First Class,36.54,Texas,Supplies,2020,North America,1
Furniture,Miami,United States,CU-25383,Customer 1565,0.25,US,1,2020-04-15 00:00:00.000,US-2020-210295,Low,FUR-16714,Furnishings Product 496,1061.5901,10,West,1566,6866.09,Corporate,2020-04-25 00:00:00.000,First Class,26.48,New York,Furnishings,2020,North America,16
Furniture,Houston,United States,CU-99538,Customer 1566,0.1,US,1,2022-05-06 00:00:00.000,US-2022-704624,Medium,FUR-48802,Furnishings Product 520,1170.3186,9,Central,1567,5584.36,Corporate,2022-05-12 00:00:00.000,First Class,12.49,Texas,Furnishings,2022,North America,18
Furniture,Chicago,United States,CU-66868,Customer 1567,0.3,US,1,2021-06-12 00:00:00.000,US-2021-497364,Medium,FUR-95190,Chairs Product 736,3732.3525,9,East,1568,12056.37,Home Office,2021-06-19 00:00:00.000,Standard Class,5.51,Illinois,Chairs,2021,North America,23
Technology,Chicago,United States,CU-36885,Customer 1568,0.4,US,1,2022-06-25 00:00:00.000,US-2022-697167,Critical,TEC-28915,Computers Product 386,1815.0011,8,East,1569,8483.87,Corporate,2022-06-29 00:00:00.000,Same Day,39.06,California,Computers,2022,North America,25
Furniture,Los Angeles,United States,CU-34567,Customer 1569,0.15,US,1,2020-04-22 00:00:00.000,US-2020-792782,Low,FUR-63328,Furnishings Product 553,-1559.613,6,East,1570,9655.53,Home Office,2020-04-25 00:00:00.000,Same Day,23.87,California,Furnishings,2020,North America,17
Furniture,Los Angeles,United States,CU-13608,Customer 1570,0.15,US,1,2020-10-20 00:00:00.000,US-2020-975056,Critical,FUR-84186,Tables Product 998,108.0656,5,East,1571,1866.57,Consumer,2020-10-25 00:00:00.000,Second Class,23.05,New York,Tables,2020,North America,43
Office Supplies,New York,United States,CU-76302,Customer 1571,0.3,US,1,2021-11-29 00:00:00.000,US-2021-460326,Medium,OFF-73228,Binders Product 733,960.3874,6,West,1572,3699.85,Corporate,2021-11-30 00:00:00.000,First Class,9.07,New York,Binders,2021,North America,48
Technology,Chicago,United States,CU-78194,Customer 1572,0.25,US,1,2022-09-07 00:00:00.000,US-2022-921352,Low,TEC-43544,Machines Product 171,-278.9871,4,Central,1573,4685.84,Corporate,2022-09-13 00:00:00.000,First Class,33.43,Texas,Machines,2022,North America,36
Furniture,New York,United States,CU-65610,Customer 1573,0.2,US,1,2022-06-28 00:00:00.000,US-2022-677396,Critical,FUR-81349,Storage Product 407,654.9193,3,East,1574,1983.1,Home Office,2022-06-29 00:00:00.000,Standard Class,26.59,Texas,Storage,2022,North America,26
Office Supplies,Los Angeles,United States,CU-52733,Customer 1574,0.4,US,1,2021-05-25 00:00:00.000,US-2021-687394,Critical,OFF-64356,Binders Product 945,88.0037,1,West,1575,1065.93,Consumer,2021-05-29 00:00:00.000,Second Class,48.6,New York,Binders,2021,North America,21
Office Supplies,Chicago,United States,CU-63568,Customer 1575,0.05,US,1,2022-10-14 00:00:00.000,US-2022-282117,Low,OFF-72113,Binders Product 938,652.6742,5,South,1576,1966.19,Home Office,2022-10-24 00:00:00.000,Same Day,30.53,New York,Binders,2022,North America,41
Furniture,New York,United States,CU-20299,Customer 1576,0.5,US,1,2021-02-02 00:00:00.000,US-2021-835663,Low,FUR-33435,Storage Product 540,1472.3771,9,Central,1577,6852.96,Consumer,2021-02-10 00:00:00.000,Same Day,5.87,California,Storage,2021,North America,5
Furniture,New York,United States,CU-45597,Customer 1577,0.0,US,1,2023-12-11 00:00:00.000,US-2023-170069,Critical,FUR-46100,Storage Product 543,581.9833,2,West,1578,2631.21,Consumer,2023-12-19 00:00:00.000,Standard Class,18.39,New York,Storage,2023,North America,50
Office Supplies,Miami,United States,CU-99200,Customer 1578,0.25,US,1,2020-09-26 00:00:00.000,US-2020-698896,Critical,OFF-43143,Binders Product 283,228.9575,1,West,1579,1312.61,Consumer,2020-09-29 00:00:00.000,First Class,23.26,Florida,Binders,2020,North America,39
Technology,Houston,United States,CU-74672,Customer 1579,0.15,US,1,2021-08-21 00:00:00.000,US-2021-248644,Medium,TEC-82796,Computers Product 222,-290.8913,4,South,1580,5006.63,Consumer,2021-08-28 00:00:00.000,Same Day,27.85,Illinois,Computers,2021,North America,33
Office Supplies,Houston,United States,CU-96987,Customer 1580,0.1,US,1,2022-07-01 00:00:00.000,US-2022-657344,High,OFF-75557,Paper Product 721,-1257.8504,4,South,1581,7041.13,Consumer,2022-07-03 00:00:00.000,Standard Class,17.06,Texas,Paper,2022,North America,26
Office Supplies,Los Angeles,United States,CU-27130,Customer 1581,0.4,US,1,2023-03-04 00:00:00.000,US-2023-148465,Low,OFF-83708,Supplies Product 159,-419.3665,3,West,1582,1566.45,Consumer,2023-03-13 00:00:00.000,First Class,8.31,California,Supplies,2023,North America,9
Office Supplies,Chicago,United States,CU-54625,Customer 1582,0.2,US,1,2022-07-10 00:00:00.000,US-2022-630077,Medium,OFF-87776,Art Product 932,1606.8984,10,East,1583,13481.09,Consumer,2022-07-12 00:00:00.000,Second Class,26.45,New York,Art,2022,North America,27
Furniture,New York,United States,CU-71164,Customer 1583,0.05,US,1,2023-05-22 00:00:00.000,US-2023-450483,Critical,FUR-49676,Storage Product 713,2404.3761,5,Central,1584,6153.1,Consumer,2023-05-24 00:00:00.000,Standard Class,45.68,Florida,Storage,2023,North America,21
Furniture,Chicago,United States,CU-19186,Customer 1584,0.1,US,1,2022-04-23 00:00:00.000,US-2022-286454,High,FUR-95607,Tables Product 589,405.7948,6,Central,1585,1756.72,Home Office,2022-05-01 00:00:00.000,Same Day,29.54,New York,Tables,2022,North America,16
Office Supplies,Miami,United States,CU-54906,Customer 1585,0.2,US,1,2020-12-17 00:00:00.000,US-2020-419082,Critical,OFF-78012,Supplies Product 508,1108.3744,5,East,1586,7059.67,Home Office,2020-12-20 00:00:00.000,Same Day,33.33,Florida,Supplies,2020,North America,51
Office Supplies,Miami,United States,CU-90397,Customer 1586,0.15,US,1,2023-12-27 00:00:00.000,US-2023-699108,Low,OFF-39673,Supplies Product 277,3607.0267,9,Central,1587,13037.93,Corporate,2024-01-05 00:00:00.000,Standard Class,42.57,Texas,Supplies,2023,North America,52
Office Supplies,Chicago,United States,CU-56443,Customer 1587,0.0,US,1,2022-05-07 00:00:00.000,US-2022-606387,Medium,OFF-72636,Paper Product 426,102.5015,1,Central,1588,1922.41,Consumer,2022-05-10 00:00:00.000,First Class,7.96,Florida,Paper,2022,North America,18
Furniture,Houston,United States,CU-21079,Customer 1588,0.0,US,1,2021-06-19 00:00:00.000,US-2021-852701,High,FUR-92513,Tables Product 998,1238.8589,4,South,1589,4767.44,Corporate,2021-06-20 00:00:00.000,Second Class,7.39,New York,Tables,2021,North America,24
Technology,Los Angeles,United States,CU-53025,Customer 1589,0.1,US,1,2022-07-31 00:00:00.000,US-2022-541559,Low,TEC-11510,Accessories Product 650,173.4124,7,East,1590,2374.15,Corporate,2022-08-02 00:00:00.000,Second Class,27.11,California,Accessories,2022,North America,30
Office Supplies,Houston,United States,CU-93541,Customer 1590,0.2,US,1,2023-06-04 00:00:00.000,US-2023-354129,High,OFF-90800,Art Product 428,727.4087,8,East,1591,6782.09,Home Office,2023-06-11 00:00:00.000,Second Class,30.88,New York,Art,2023,North America,22
Office Supplies,Chicago,United States,CU-40969,Customer 1591,0.1,US,1,2020-02-10 00:00:00.000,US-2020-522244,High,OFF-11389,Supplies Product 44,1068.3474,7,South,1592,9962.77,Consumer,2020-02-14 00:00:00.000,First Class,18.55,New York,Supplies,2020,North America,7
Technology,Houston,United States,CU-52583,Customer 1592,0.2,US,1,2022-07-17 00:00:00.000,US-2022-433550,High,TEC-96331,Phones Product 961,-570.7125,5,West,1593,3276.37,Home Office,2022-07-18 00:00:00.000,Standard Class,16.22,Florida,Phones,2022,North America,28
Office Supplies,Miami,United States,CU-45080,Customer 1593,0.1,US,1,2023-06-22 00:00:00.000,US-2023-698636,Medium,OFF-91523,Art Product 202,182.7511,1,East,1594,891.44,Home Office,2023-06-27 00:00:00.000,Second Class,21.37,California,Art,2023,North America,25
Technology,Chicago,United States,CU-69857,Customer 1594,0.25,US,1,2021-01-10 00:00:00.000,US-2021-307752,Medium,TEC-76970,Machines Product 101,874.4216,3,West,1595,3565.03,Corporate,2021-01-14 00:00:00.000,First Class,15.01,New York,Machines,2021,North America,1
Technology,New York,United States,CU-33424,Customer 1595,0.15,US,1,2023-07-12 00:00:00.000,US-2023-259936,High,TEC-72344,Phones Product 956,199.3682,1,South,1596,1527.71,Consumer,2023-07-17 00:00:00.000,First Class,18.96,Texas,Phones,2023,North America,28
Technology,Los Angeles,United States,CU-27310,Customer 1596,0.0,US,1,2021-05-10 00:00:00.000,US-2021-442521,Low,TEC-13714,Accessories Product 500,533.2869,6,East,1597,2808.01,Home Office,2021-05-12 00:00:00.000,Same Day,10.65,New York,Accessories,2021,North America,19
Furniture,Chicago,United States,CU-98487,Customer 1597,0.0,US,1,2021-06-30 00:00:00.000,US-2021-413685,High,FUR-61546,Storage Product 313,2310.6362,5,Central,1598,6358.8,Home Office,2021-07-02 00:00:00.000,Same Day,41.8,California,Storage,2021,North America,26
Technology,Houston,United States,CU-42698,Customer 1598,0.0,US,1,2021-04-21 00:00:00.000,US-2021-962239,High,TEC-12794,Computers Product 358,627.0854,8,Central,1599,8210.21,Corporate,2021-04-25 00:00:00.000,Standard Class,9.1,New York,Computers,2021,North America,16
Office Supplies,Houston,United States,CU-66654,Customer 1599,0.25,US,1,2023-11-18 00:00:00.000,US-2023-936283,Medium,OFF-32764,Art Product 982,415.7828,6,Central,1600,4497.54,Consumer,2023-11-27 00:00:00.000,Same Day,46.93,California,Art,2023,North America,46
Office Supplies,Miami,United States,CU-66698,Customer 1600,0.1,US,1,2020-09-03 00:00:00.000,US-2020-348980,High,OFF-27225,Binders Product 10,954.8239,2,Central,1601,2686.52,Corporate,2020-09-04 00:00:00.000,Second Class,34.57,California,Binders,2020,North America,36
Furniture,New York,United States,CU-88072,Customer 1601,0.5,US,1,2020-04-22 00:00:00.000,US-2020-567027,Critical,FUR-20137,Furnishings Product 314,390.3862,7,West,1602,2224.74,Corporate,2020-04-26 00:00:00.000,Standard Class,34.35,Texas,Furnishings,2020,North America,17
Office Supplies,Los Angeles,United States,CU-88629,Customer 1602,0.2,US,1,2020-08-11 00:00:00.000,US-2020-256027,Critical,OFF-77298,Binders Product 538,190.2796,7,South,1603,547.8,Consumer,2020-08-20 00:00:00.000,Standard Class,37.97,Illinois,Binders,2020,North America,33
Office Supplies,Los Angeles,United States,CU-80209,Customer 1603,0.5,US,1,2022-03-01 00:00:00.000,US-2022-869507,High,OFF-21612,Paper Product 541,-492.2923,9,East,1604,8447.21,Consumer,2022-03-07 00:00:00.000,First Class,26.29,Florida,Paper,2022,North America,9
Furniture,Miami,United States,CU-14492,Customer 1604,0.5,US,1,2021-11-15 00:00:00.000,US-2021-112615,Critical,FUR-30458,Chairs Product 732,1636.5619,9,Central,1605,8939.65,Home Office,2021-11-23 00:00:00.000,Standard Class,12.92,Illinois,Chairs,2021,North America,46
Technology,New York,United States,CU-13772,Customer 1605,0.15,US,1,2023-07-18 00:00:00.000,US-2023-659380,Medium,TEC-16516,Phones Product 788,113.0569,6,West,1606,2011.33,Home Office,2023-07-25 00:00:00.000,First Class,28.21,Florida,Phones,2023,North America,29
Office Supplies,Houston,United States,CU-83963,Customer 1606,0.3,US,1,2023-05-29 00:00:00.000,US-2023-137034,Critical,OFF-59665,Supplies Product 540,870.4107,8,Central,1607,6169.87,Consumer,2023-06-07 00:00:00.000,First Class,26.64,Texas,Supplies,2023,North America,22
Office Supplies,Houston,United States,CU-89641,Customer 1607,0.05,US,1,2022-10-03 00:00:00.000,US-2022-934252,High,OFF-62713,Supplies Product 213,2387.9236,7,South,1608,11886.87,Corporate,2022-10-08 00:00:00.000,Standard Class,20.8,Illinois,Supplies,2022,North America,40
Technology,Chicago,United States,CU-53421,Customer 1608,0.0,US,1,2020-10-27 00:00:00.000,US-2020-895262,Medium,TEC-41486,Phones Product 790,43.4807,3,West,1609,127.06,Home Office,2020-11-04 00:00:00.000,Same Day,20.57,New York,Phones,2020,North America,44
Office Supplies,Los Angeles,United States,CU-24120,Customer 1609,0.5,US,1,2022-02-14 00:00:00.000,US-2022-489206,High,OFF-81762,Supplies Product 493,-415.2771,8,South,1610,3981.23,Consumer,2022-02-17 00:00:00.000,Standard Class,42.78,New York,Supplies,2022,North America,7
Technology,Houston,United States,CU-76490,Customer 1610,0.0,US,1,2021-08-17 00:00:00.000,US-2021-880534,Low,TEC-97268,Phones Product 578,104.4988,1,East,1611,680.66,Corporate,2021-08-27 00:00:00.000,Standard Class,49.66,New York,Phones,2021,North America,33
Office Supplies,Chicago,United States,CU-46975,Customer 1611,0.2,US,1,2022-11-10 00:00:00.000,US-2022-360812,Medium,OFF-97982,Binders Product 61,-1326.9732,7,South,1612,5386.29,Corporate,2022-11-11 00:00:00.000,Same Day,14.1,New York,Binders,2022,North America,45
Technology,Chicago,United States,CU-67367,Customer 1612,0.15,US,1,2021-09-21 00:00:00.000,US-2021-695736,Critical,TEC-51168,Phones Product 278,412.1277,1,Central,1613,1054.63,Consumer,2021-09-28 00:00:00.000,First Class,17.51,New York,Phones,2021,North America,38
Furniture,Los Angeles,United States,CU-92816,Customer 1613,0.3,US,1,2022-12-04 00:00:00.000,US-2022-523855,Low,FUR-10547,Tables Product 170,-666.5676,3,South,1614,2551.95,Home Office,2022-12-07 00:00:00.000,Second Class,40.01,Texas,Tables,2022,North America,48
Technology,Houston,United States,CU-83906,Customer 1614,0.4,US,1,2022-02-21 00:00:00.000,US-2022-872358,Low,TEC-44392,Phones Product 105,138.6911,2,East,1615,1787.62,Consumer,2022-03-02 00:00:00.000,First Class,21.6,California,Phones,2022,North America,8
Office Supplies,Miami,United States,CU-79101,Customer 1615,0.5,US,1,2022-06-02 00:00:00.000,US-2022-680203,High,OFF-46098,Binders Product 498,12.1657,2,West,1616,96.45,Corporate,2022-06-12 00:00:00.000,Standard Class,10.72,Florida,Binders,2022,North America,22
Technology,New York,United States,CU-49705,Customer 1616,0.25,US,1,2022-08-28 00:00:00.000,US-2022-262836,Low,TEC-28972,Machines Product 164,1858.3894,9,East,1617,5318.37,Corporate,2022-09-02 00:00:00.000,Standard Class,17.68,Texas,Machines,2022,North America,34
Office Supplies,Los Angeles,United States,CU-19656,Customer 1617,0.15,US,1,2021-05-15 00:00:00.000,US-2021-978285,Low,OFF-79863,Binders Product 33,-2461.1079,8,Central,1618,11817.92,Home Office,2021-05-18 00:00:00.000,Same Day,15.19,New York,Binders,2021,North America,19
Furniture,New York,United States,CU-22126,Customer 1618,0.0,US,1,2023-10-03 00:00:00.000,US-2023-625714,Low,FUR-23360,Furnishings Product 835,-1887.2135,7,West,1619,8062.38,Corporate,2023-10-13 00:00:00.000,Standard Class,46.88,Illinois,Furnishings,2023,North America,40
Office Supplies,Miami,United States,CU-46818,Customer 1619,0.15,US,1,2022-04-18 00:00:00.000,US-2022-197765,Medium,OFF-19143,Binders Product 529,-1380.0169,5,Central,1620,4780.38,Corporate,2022-04-20 00:00:00.000,Second Class,16.78,Texas,Binders,2022,North America,16
